,ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
13774,5054307,1,0,0,1,135000.0,2,2,0,0,27.8,2.5,8,3.0,0,10
13778,5054311,0,0,0,0,112500.0,2,2,0,0,55.7,4.9,6,2.0,0,61
13779,5054312,0,0,0,0,112500.0,2,2,0,0,55.7,4.9,6,2.0,1,29
13780,5054313,0,0,0,0,112500.0,2,2,0,0,55.7,4.9,6,2.0,1,49
13781,5054314,0,0,0,0,112500.0,2,2,0,0,55.7,4.9,6,2.0,1,53
13782,5054315,0,0,0,0,112500.0,2,2,0,0,55.7,4.9,6,2.0,1,51
13783,5054316,0,0,0,2,67500.0,2,2,0,0,25.1,3.1,10,4.0,0,13
13784,5054317,1,0,0,3,121500.0,2,2,0,0,37.8,0.7,8,5.0,0,32
13785,5054318,1,0,0,3,121500.0,2,2,0,0,37.8,0.7,8,5.0,0,6
13787,5054320,1,0,0,3,121500.0,2,2,0,0,37.8,0.7,8,5.0,0,1
13788,5054321,0,0,0,0,63000.0,0,2,0,0,61.7,0.0,12,2.0,0,54
13789,5054322,0,0,0,0,63000.0,0,2,0,0,61.7,0.0,12,2.0,0,14
13790,5054325,0,0,0,0,63000.0,0,2,0,0,61.7,0.0,12,2.0,0,35
13792,5054328,0,0,0,0,135000.0,2,1,0,1,44.0,7.2,10,2.0,0,10
13793,5054330,1,0,0,0,126000.0,2,2,0,0,62.5,19.474999999999998,8,2.0,0,14
13797,5054335,0,0,0,3,135000.0,2,1,0,0,36.8,0.5,15,5.0,0,2
13798,5054336,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,43
13799,5054338,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,47
13800,5054339,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,7
13801,5054342,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,45
13802,5054343,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,32
13803,5054344,0,1,0,0,225000.0,2,2,0,0,56.6,2.11,15,2.0,0,22
13804,5054345,0,0,0,0,103500.0,2,2,1,0,33.1,1.1,15,1.0,0,4
13807,5054349,0,0,0,0,157500.0,2,1,1,0,35.3,1.5,15,1.0,0,8
13808,5054350,0,0,0,0,157500.0,2,1,1,0,35.3,1.5,15,1.0,0,6
13809,5054351,0,0,0,0,157500.0,2,1,1,0,35.3,1.5,15,1.0,0,2
13810,5054352,1,0,0,0,99000.0,2,2,0,0,60.9,14.1,8,2.0,0,53
13812,5054355,1,0,0,0,99000.0,2,2,0,0,60.9,14.1,8,2.0,0,18
13814,5054357,1,0,0,0,99000.0,2,2,0,0,60.9,14.1,8,2.0,0,60
13815,5054359,1,0,0,0,135000.0,2,1,0,0,29.1,2.12,8,2.0,0,19
13816,5054362,1,0,0,0,135000.0,2,1,0,0,29.1,2.12,8,2.0,0,40
13817,5054363,1,0,0,0,135000.0,2,1,0,0,29.1,2.12,8,2.0,0,51
13818,5054365,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,27
13819,5054368,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,9
13821,5054371,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,35
13822,5054372,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,28
13823,5054373,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,26
13824,5054374,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,20
13825,5054375,0,0,0,0,148500.0,0,2,1,0,56.9,0.0,12,1.0,0,17
13826,5054376,0,0,0,0,157500.0,0,2,0,0,50.9,0.0,12,2.0,0,15
13827,5054377,0,0,0,0,157500.0,0,2,0,0,50.9,0.0,12,2.0,0,16
13828,5054378,0,0,0,0,157500.0,0,2,0,0,50.9,0.0,12,2.0,0,19
13831,5054382,0,0,0,0,31500.0,0,2,0,0,57.1,0.0,12,2.0,0,13
13832,5054384,1,1,0,0,292500.0,2,1,1,0,38.6,10.1,8,1.0,0,17
13833,5054389,1,0,0,3,90000.0,2,2,0,0,39.3,1.12,12,5.0,0,6
13834,5054392,1,0,0,3,90000.0,2,2,0,0,39.3,1.12,12,5.0,0,43
13835,5054393,1,0,0,3,90000.0,2,2,0,0,39.3,1.12,12,5.0,0,23
13836,5054395,0,0,0,0,90000.0,2,1,0,0,37.8,7.11,12,2.0,0,39
13837,5054396,0,0,0,0,90000.0,2,1,0,0,37.8,7.11,12,2.0,0,28
13838,5054397,0,0,0,0,90000.0,2,1,0,0,37.8,7.11,12,2.0,0,46
13840,5054399,0,0,0,3,45000.0,2,2,0,0,35.8,2.5,8,5.0,0,19
13841,5054404,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,6
13842,5054405,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,29
13843,5054406,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,3
13844,5054407,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,20
13850,5054415,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,14
13851,5054417,1,0,0,0,225000.0,2,1,0,3,35.8,13.11,10,2.0,0,38
13854,5054421,1,1,0,2,157500.0,0,2,0,0,55.6,0.0,12,4.0,0,10
13855,5054422,1,1,0,2,157500.0,0,2,0,0,55.6,0.0,12,4.0,0,49
13856,5054423,1,1,0,2,157500.0,0,2,0,0,55.6,0.0,12,4.0,0,33
13857,5054424,0,0,1,0,112500.0,2,2,0,0,32.4,4.6,3,2.0,0,3
13859,5054426,0,0,1,0,112500.0,2,2,0,0,32.4,4.6,3,2.0,0,10
13861,5054430,0,0,1,1,180000.0,2,2,0,0,30.0,1.1,6,3.0,0,10
13862,5054432,0,0,1,1,180000.0,2,2,0,0,30.0,1.1,6,3.0,0,9
13863,5054433,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,41
13864,5054434,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,28
13865,5054437,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,29
13866,5054438,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,39
13867,5054440,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,30
13869,5054445,1,0,1,0,180000.0,0,1,0,0,53.9,0.0,12,2.0,0,27
13870,5054450,1,1,1,0,315000.0,2,1,0,0,49.0,3.2,8,2.0,0,28
13872,5054454,1,1,1,0,157500.0,2,2,1,0,22.9,3.7,12,1.0,0,11
13873,5054455,1,1,1,0,157500.0,2,2,1,0,22.9,3.7,12,1.0,0,21
13874,5054456,1,1,1,0,157500.0,2,2,1,0,22.9,3.7,12,1.0,0,14
13875,5054457,1,1,0,1,135000.0,2,2,0,0,51.1,5.3,8,3.0,0,18
13876,5054459,1,1,0,1,135000.0,2,2,0,0,51.1,5.3,8,3.0,0,27
13877,5054460,1,1,0,1,135000.0,2,2,0,0,51.1,5.3,8,3.0,0,15
13878,5054461,1,1,0,1,135000.0,2,2,0,0,51.1,5.3,8,3.0,0,37
13882,5054467,1,1,1,0,135000.0,2,2,1,3,28.4,8.5,6,1.0,0,56
13883,5054468,1,1,1,0,135000.0,2,2,1,3,28.4,8.5,6,1.0,0,11
13884,5054469,1,1,1,0,135000.0,2,2,1,3,28.4,8.5,6,1.0,0,16
13885,5054471,1,1,1,0,135000.0,2,2,1,3,28.4,8.5,6,1.0,0,33
13886,5054472,0,1,1,1,225000.0,2,2,0,0,34.5,2.2,13,3.0,0,4
13888,5054474,0,1,1,1,225000.0,2,2,0,0,34.5,2.2,13,3.0,0,27
13893,5054479,0,1,1,1,225000.0,2,2,0,0,34.5,2.2,13,3.0,0,10
13894,5054480,0,1,1,1,225000.0,2,2,0,0,34.5,2.2,13,3.0,0,3
13895,5054481,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,15
13896,5054482,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,20
13898,5054484,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,54
13899,5054485,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,14
13900,5054486,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,43
13901,5054487,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,6
13904,5054490,0,0,1,0,103500.0,2,2,0,0,43.3,3.7,11,2.0,0,31
13906,5054492,0,0,1,0,57150.0,0,2,1,0,62.1,0.0,12,1.0,0,6
13909,5054495,0,1,1,0,225000.0,2,1,1,0,33.1,3.3,18,1.0,0,30
13910,5054496,0,1,1,0,225000.0,2,1,1,0,33.1,3.3,18,1.0,0,19
13911,5054497,0,1,1,0,225000.0,2,1,1,0,33.1,3.3,18,1.0,0,4
13912,5054498,1,1,1,0,225000.0,2,2,1,0,22.1,2.1,8,1.0,0,18
13913,5054499,1,1,1,0,225000.0,2,2,1,0,22.1,2.1,8,1.0,0,21
13914,5054500,1,1,1,0,225000.0,2,2,1,0,22.1,2.1,8,1.0,0,17
13915,5054501,1,1,1,0,225000.0,2,2,1,0,22.1,2.1,8,1.0,0,14
13916,5054502,1,0,1,0,135000.0,2,2,0,0,43.6,2.9,8,2.0,0,5
13917,5054503,0,0,1,0,243000.0,0,2,0,0,62.2,0.0,12,2.0,0,52
13918,5054506,0,0,1,0,243000.0,0,2,0,0,62.2,0.0,12,2.0,0,23
13920,5054508,0,0,1,0,243000.0,0,2,0,0,62.2,0.0,12,2.0,0,26
13922,5054510,1,1,1,0,78750.0,2,2,1,0,22.7,0.6,15,1.0,0,14
13924,5054512,1,1,1,0,78750.0,2,2,1,0,22.7,0.6,15,1.0,0,5
13925,5054513,0,0,1,2,144000.0,2,2,0,0,33.11,5.0,2,4.0,0,5
13926,5054514,0,0,1,2,144000.0,2,2,0,0,33.11,5.0,2,4.0,0,1
13928,5054516,0,1,1,1,135000.0,2,1,0,0,27.5,6.4,12,3.0,0,18
13929,5054517,0,1,1,1,135000.0,2,1,0,0,27.5,6.4,12,3.0,0,12
13934,5054522,0,1,1,1,135000.0,2,1,0,0,27.5,6.4,12,3.0,0,5
13935,5054524,0,0,0,2,180000.0,2,2,0,0,45.6,19.474999999999998,12,4.0,1,58
13936,5054526,0,0,1,2,90000.0,2,2,0,0,37.11,3.1,13,4.0,0,10
13937,5054527,0,0,1,2,90000.0,2,2,0,0,37.11,3.1,13,4.0,0,5
13938,5054531,0,0,1,0,189000.0,2,2,0,0,43.3,5.12,0,2.0,0,40
13939,5054532,0,0,1,0,189000.0,2,2,0,0,43.3,5.12,0,2.0,0,12
13940,5054533,0,0,1,0,189000.0,2,2,0,0,43.3,5.12,0,2.0,0,57
13941,5054536,0,0,1,0,189000.0,2,2,0,0,43.3,5.12,0,2.0,0,60
13944,5054542,0,0,1,0,189000.0,2,2,0,0,43.3,5.12,0,2.0,0,38
13945,5054543,1,0,1,1,202500.0,2,2,0,0,44.4,2.9,4,3.0,0,6
13946,5054544,1,0,1,1,202500.0,2,2,0,0,44.4,2.9,4,3.0,0,22
13947,5054545,1,0,1,1,202500.0,2,2,0,0,44.4,2.9,4,3.0,0,16
13950,5054548,0,0,1,0,202500.0,2,2,0,0,41.6,4.0,15,2.0,0,17
13951,5054550,0,1,1,0,180000.0,0,2,0,1,65.7,0.0,12,2.0,0,43
13952,5054553,0,0,1,0,112500.0,0,2,1,0,64.9,0.0,12,1.0,0,39
13953,5054554,0,0,1,0,112500.0,0,2,1,0,64.9,0.0,12,1.0,0,19
13955,5054558,1,1,1,3,180000.0,2,2,0,0,41.2,1.9,8,5.0,0,2
13956,5054560,1,0,0,0,135000.0,0,2,0,1,63.4,0.0,12,2.0,0,2
13957,5054561,1,0,0,0,135000.0,0,2,0,1,63.4,0.0,12,2.0,0,10
13959,5054563,1,0,1,1,135000.0,2,2,0,0,50.5,3.7,4,3.0,0,2
13960,5054564,1,0,1,1,135000.0,2,2,0,0,50.5,3.7,4,3.0,0,28
13961,5054565,1,0,1,1,135000.0,2,2,0,0,50.5,3.7,4,3.0,0,4
13962,5054566,0,1,1,2,135000.0,2,2,0,0,40.2,14.8,15,4.0,0,25
13963,5054567,0,1,1,2,135000.0,2,2,0,0,40.2,14.8,15,4.0,0,34
13968,5054572,0,1,1,2,135000.0,2,2,0,0,40.2,14.8,15,4.0,0,36
13969,5054573,0,0,1,0,90000.0,0,2,0,0,61.2,0.0,12,2.0,0,29
13971,5054577,0,0,1,0,380250.0,2,2,1,0,50.1,14.9,13,1.0,0,36
13972,5054578,0,0,1,0,380250.0,2,2,1,0,50.1,14.9,13,1.0,0,3
13974,5054582,0,0,1,0,380250.0,2,2,1,0,50.1,14.9,13,1.0,0,14
13977,5054585,1,1,1,0,103500.0,2,2,1,0,42.1,1.8,8,1.0,0,29
13978,5054586,1,1,1,0,103500.0,2,2,1,0,42.1,1.8,8,1.0,0,28
13980,5054588,1,1,1,0,103500.0,2,2,1,0,42.1,1.8,8,1.0,0,16
13981,5054589,1,1,1,0,103500.0,2,2,1,0,42.1,1.8,8,1.0,0,27
13982,5054590,0,0,1,0,157500.0,0,2,0,0,59.1,0.0,12,2.0,0,10
13983,5054591,0,0,1,0,157500.0,0,2,0,0,59.1,0.0,12,2.0,0,7
13987,5054595,0,0,1,0,157500.0,0,2,0,0,59.1,0.0,12,2.0,0,9
13988,5054596,0,0,1,0,157500.0,0,2,0,0,59.1,0.0,12,2.0,0,18
13989,5054598,1,1,1,0,135000.0,2,2,0,0,31.0,6.8,8,2.0,0,49
13990,5054601,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,7
13991,5054603,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,24
13992,5054604,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,22
13993,5054605,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,14
13994,5054606,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,9
13995,5054607,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,26
13996,5054608,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,5
13997,5054609,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,21
13998,5054610,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,16
13999,5054611,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,29
14003,5054615,0,0,1,0,292500.0,0,2,0,0,57.9,0.0,12,2.0,0,11
14006,5054618,0,1,0,0,180000.0,2,2,1,1,48.6,19.0,15,1.0,0,9
14008,5054620,0,0,1,0,166500.0,2,1,0,3,30.9,1.0,3,2.0,0,57
14009,5054622,0,0,1,0,112500.0,0,2,1,0,60.4,0.0,12,1.0,0,37
14011,5054626,0,0,1,0,112500.0,0,2,1,0,60.4,0.0,12,1.0,0,16
14012,5054627,1,1,1,1,360000.0,2,1,0,0,41.0,6.7,10,3.0,0,12
14015,5054630,1,1,1,1,360000.0,2,1,0,0,41.0,6.7,10,3.0,0,17
14019,5054634,1,1,1,1,360000.0,2,1,0,0,41.0,6.7,10,3.0,0,11
14020,5054636,1,1,1,0,180000.0,2,1,0,0,42.3,1.0,16,2.0,0,46
14021,5054637,1,1,1,0,180000.0,2,1,0,0,42.3,1.0,16,2.0,0,36
14022,5054638,0,0,1,2,180000.0,2,2,0,0,37.1,1.1,15,4.0,0,7
14026,5054642,0,0,0,0,157500.0,2,2,0,0,53.3,10.1,0,2.0,0,34
14029,5054645,0,0,0,0,157500.0,2,2,0,0,53.3,10.1,0,2.0,0,9
14030,5054646,0,0,0,0,157500.0,2,2,0,0,53.3,10.1,0,2.0,0,55
14031,5054648,0,0,1,0,112500.0,0,2,1,0,66.4,0.0,12,1.0,0,19
14032,5054652,0,0,1,0,202500.0,2,2,1,0,59.11,19.474999999999998,1,1.0,0,52
14033,5054653,0,0,1,0,202500.0,2,2,1,0,59.11,19.474999999999998,1,1.0,0,35
14034,5054654,0,0,1,0,202500.0,2,2,1,0,59.11,19.474999999999998,1,1.0,0,56
14035,5054655,0,0,1,0,202500.0,2,2,1,0,59.11,19.474999999999998,1,1.0,0,38
14036,5054656,0,0,1,0,202500.0,2,2,1,0,59.11,19.474999999999998,1,1.0,0,26
14037,5054658,0,0,1,0,67500.0,0,2,1,0,63.1,0.0,12,1.0,0,9
14038,5054659,0,0,1,0,67500.0,0,2,1,0,63.1,0.0,12,1.0,0,40
14040,5054661,1,1,1,0,135000.0,2,1,1,0,29.3,4.3,4,1.0,0,11
14041,5054663,1,0,0,0,103500.0,2,1,1,3,23.0,2.1,8,1.0,0,6
14042,5054664,0,0,1,0,135000.0,2,1,0,0,63.4,9.11,15,2.0,0,4
14044,5054668,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,40
14045,5054669,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,27
14046,5054670,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,24
14047,5054671,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,15
14048,5054672,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,29
14050,5054674,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,10
14051,5054676,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,32
14052,5054678,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,2
14057,5054683,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,35
14063,5054689,1,0,1,0,225000.0,2,1,1,0,27.1,6.7,15,1.0,0,22
14064,5054690,1,0,0,2,360000.0,2,1,0,2,41.1,3.5,3,4.0,0,18
14065,5054691,1,0,0,2,360000.0,2,1,0,2,41.1,3.5,3,4.0,0,35
14066,5054692,1,0,0,2,360000.0,2,1,0,2,41.1,3.5,3,4.0,0,20
14067,5054693,1,0,0,2,360000.0,2,1,0,2,41.1,3.5,3,4.0,0,17
14068,5054694,1,0,0,2,360000.0,2,1,0,2,41.1,3.5,3,4.0,0,8
14069,5054697,1,1,1,0,157500.0,2,1,0,0,45.4,18.11,8,2.0,0,32
14070,5054698,1,1,1,0,157500.0,2,1,0,0,45.4,18.11,8,2.0,0,58
14071,5054699,1,1,1,0,157500.0,2,1,0,0,45.4,18.11,8,2.0,0,12
14072,5054702,1,1,1,1,135000.0,2,2,0,1,41.6,4.5,12,3.0,0,6
14073,5054703,1,1,1,0,180000.0,0,1,0,0,56.8,0.0,12,2.0,0,4
14076,5054706,0,0,0,1,58500.0,2,2,0,0,39.6,6.5,3,3.0,0,40
14077,5054707,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,29
14078,5054709,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,5
14079,5054710,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,11
14080,5054711,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,15
14081,5054712,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,53
14082,5054713,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,2
14083,5054714,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,47
14086,5054717,0,0,1,0,103500.0,2,2,0,0,50.1,1.9,8,2.0,0,50
14087,5054718,1,1,1,2,81000.0,2,1,1,0,32.6,0.6,9,3.0,0,40
14089,5054722,0,0,1,2,90000.0,2,2,1,0,31.1,9.5,12,3.0,0,32
14090,5054726,0,0,1,1,112500.0,2,2,0,0,51.5,2.9,10,3.0,0,4
14092,5054728,0,0,1,1,112500.0,2,2,0,0,51.5,2.9,10,3.0,0,7
14093,5054729,0,0,1,0,236250.0,0,2,1,0,68.4,0.0,12,1.0,0,17
14094,5054732,0,0,0,1,157500.0,2,1,0,0,30.3,4.4,6,3.0,0,29
14095,5054733,0,0,0,1,157500.0,2,1,0,0,30.3,4.4,6,3.0,0,43
14096,5054736,0,0,1,0,157500.0,2,2,0,0,37.1,11.4,15,2.0,0,15
14097,5054737,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,5
14099,5054739,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,9
14100,5054740,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,1
14101,5054741,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,2
14102,5054742,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,3
14104,5054744,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,4
14109,5054749,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,8
14110,5054750,0,0,1,0,247500.0,2,2,0,0,48.11,0.7,8,2.0,0,6
14113,5054754,0,0,1,0,45000.0,2,2,0,0,55.4,19.474999999999998,1,2.0,0,9
14115,5054756,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,15
14116,5054757,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,14
14117,5054758,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,20
14118,5054759,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,21
14120,5054761,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,12
14122,5054763,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,23
14124,5054765,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,5
14125,5054766,0,0,1,2,202500.0,2,2,0,0,43.3,17.1,11,4.0,0,8
14127,5054768,1,0,1,0,180000.0,2,2,0,0,25.2,6.1,8,2.0,0,4
14128,5054769,1,0,1,0,180000.0,2,2,0,0,25.2,6.1,8,2.0,0,8
14130,5054771,1,0,1,0,180000.0,2,2,0,0,25.2,6.1,8,2.0,0,12
14133,5054774,1,0,1,0,225000.0,2,2,0,0,58.6,4.2,8,2.0,0,30
14134,5054775,1,0,1,0,225000.0,2,2,0,0,58.6,4.2,8,2.0,0,58
14137,5054778,1,0,1,0,225000.0,2,2,0,0,58.6,4.2,8,2.0,0,24
14138,5055997,0,0,1,0,180000.0,2,1,0,0,43.1,4.1,2,2.0,0,28
14140,5055999,1,1,1,0,135000.0,2,2,0,0,40.1,0.7,3,2.0,0,46
14141,5056001,1,1,1,0,135000.0,2,2,0,0,57.1,6.1,10,2.0,0,31
14142,5056002,0,1,1,0,247500.0,2,1,1,0,32.11,13.0,3,1.0,0,13
14143,5056006,0,1,1,0,202500.0,2,1,1,0,38.8,7.3,3,1.0,0,43
14144,5056007,0,1,1,0,202500.0,2,1,1,0,38.8,7.3,3,1.0,0,26
14146,5056009,0,1,1,0,112500.0,2,2,0,0,46.5,2.0,5,2.0,0,51
14147,5056011,1,0,0,3,58500.0,2,2,0,3,44.0,2.9,8,5.0,0,50
14148,5056012,0,0,1,0,90000.0,0,2,0,0,66.3,0.0,12,2.0,0,38
14149,5056013,0,0,1,0,90000.0,0,2,0,0,66.3,0.0,12,2.0,0,42
14150,5056014,0,0,1,0,90000.0,0,2,0,0,66.3,0.0,12,2.0,0,3
14151,5056015,1,1,1,2,202500.0,2,1,0,0,50.1,5.9,10,4.0,0,44
14152,5056016,0,0,1,0,157500.0,0,2,0,0,59.7,0.0,12,2.0,1,15
14153,5056017,1,1,0,0,157500.0,2,2,0,0,56.6,0.5,4,2.0,0,32
14154,5056019,0,0,1,0,90000.0,2,2,1,0,50.8,3.3,3,1.0,0,27
14155,5056020,0,0,0,0,121500.0,2,2,0,0,44.1,9.0,12,2.0,0,22
14156,5056021,0,0,1,1,90000.0,2,1,0,0,37.1,9.2,1,3.0,0,20
14157,5056022,0,0,1,0,103500.0,0,2,1,0,51.7,0.0,12,1.0,0,8
14158,5056023,0,0,1,0,112500.0,0,2,1,0,59.7,0.0,12,1.0,0,29
14159,5056025,0,0,1,0,117000.0,2,2,1,0,39.2,7.12,8,1.0,0,6
14160,5056027,0,1,1,0,360000.0,2,2,1,0,29.0,1.6,11,1.0,0,11
14161,5056028,0,1,1,0,360000.0,2,2,1,0,29.0,1.6,11,1.0,0,4
14162,5056029,0,1,1,0,360000.0,2,2,1,0,29.0,1.6,11,1.0,0,22
14163,5056030,0,0,1,0,121500.0,2,1,0,2,23.0,1.1,15,2.0,0,11
14164,5056031,0,0,0,0,112500.0,2,2,0,0,55.0,8.1,15,2.0,0,41
14165,5056032,1,1,1,0,225000.0,2,2,0,0,47.5,1.6,8,2.0,0,22
14166,5056033,0,0,1,1,90000.0,2,2,1,0,43.7,13.9,15,2.0,0,37
14167,5056034,0,0,1,0,135000.0,2,2,0,0,31.7,6.5,15,2.0,0,20
14168,5056035,0,0,0,0,157500.0,2,2,0,0,49.11,12.6,8,2.0,0,53
14169,5056036,0,0,0,0,157500.0,2,2,0,0,49.11,12.6,8,2.0,0,13
14170,5056039,0,0,0,0,157500.0,2,2,0,0,49.11,12.6,8,2.0,0,51
14171,5056042,0,0,1,0,45000.0,2,2,1,0,47.3,2.4,15,1.0,0,13
14172,5056043,0,1,1,0,225000.0,2,2,1,0,45.11,15.1,8,1.0,0,51
14173,5056046,0,1,1,0,225000.0,2,2,1,0,45.11,15.1,8,1.0,0,37
14174,5056045,0,1,1,1,112500.0,2,2,1,0,31.11,1.7,8,2.0,0,9
14175,5056047,0,0,0,0,126000.0,2,1,0,0,41.8,19.474999999999998,3,2.0,0,26
14176,5056048,0,0,0,0,126000.0,2,1,0,0,41.8,19.474999999999998,3,2.0,0,11
14177,5056049,0,0,1,0,121500.0,2,2,0,0,59.1,3.7,12,2.0,0,33
14178,5056050,0,0,1,0,121500.0,2,2,0,0,59.1,3.7,12,2.0,0,7
14179,5056051,0,1,1,0,112500.0,2,2,0,0,56.9,19.474999999999998,3,2.0,0,35
14180,5056053,1,1,0,1,225000.0,2,1,0,0,36.1,8.6,10,3.0,0,33
14181,5056055,1,1,0,1,225000.0,2,1,0,0,36.1,8.6,10,3.0,0,17
14182,5056056,1,1,1,0,135000.0,2,2,0,0,51.6,10.6,8,2.0,0,18
14184,5056058,0,0,1,1,337500.0,2,2,1,0,36.8,3.0,15,2.0,0,5
14185,5056059,0,1,1,0,112500.0,0,2,0,0,64.7,0.0,12,2.0,0,6
14186,5056061,1,0,0,0,112500.0,2,2,0,0,31.7,2.6,12,2.0,0,42
14187,5056063,0,1,1,0,76500.0,0,2,1,0,64.3,0.0,12,1.0,0,9
14189,5056070,0,0,1,0,157500.0,2,2,0,0,38.6,2.1,8,2.0,0,27
14190,5056071,0,0,1,0,157500.0,2,2,0,0,38.6,2.1,8,2.0,0,9
14191,5056072,1,1,1,0,157500.0,0,1,0,0,67.12,0.0,12,2.0,0,52
14192,5056073,1,1,1,0,157500.0,0,1,0,0,67.12,0.0,12,2.0,0,3
14193,5056074,1,1,1,0,202500.0,2,2,0,0,53.2,9.1,12,2.0,0,50
14194,5056075,0,0,1,0,247500.0,2,2,0,3,35.1,2.1,12,2.0,0,61
14195,5056076,0,1,0,2,144000.0,2,2,0,0,41.6,5.3,2,4.0,0,11
14196,5056077,1,1,1,0,90000.0,2,2,0,0,33.3,4.2,3,2.0,0,36
14197,5056079,0,0,1,0,126000.0,2,2,1,0,32.12,6.3,3,1.0,0,31
14198,5056081,1,1,1,0,261000.0,2,1,1,0,59.1,15.5,4,1.0,0,43
